"last_updated","latest_date","change_cases","change_fatalities","change_tests","change_hospitalizations","change_criticals","change_recoveries","change_vaccinations","change_vaccinated","change_boosters_1","change_vaccines_distributed","total_cases","total_fatalities","total_tests","total_hospitalizations","total_criticals","total_recoveries","total_vaccinations","total_vaccinated","total_boosters_1","total_vaccines_distributed"
"2022-01-14 20:00:00",2022-01-15,17437,139,56318,253,31,22870,157357,13416,130559,0,2736626,31462,55333340,9444,1084,2339602,73618435,29650113,11918995,80222864
