"last_updated","date","change_cases","change_fatalities","change_tests","change_hospitalizations","change_criticals","change_recoveries","change_vaccinations","change_vaccinated","change_boosters_1","change_vaccines_distributed","total_cases","total_fatalities","total_tests","total_hospitalizations","total_criticals","total_recoveries","total_vaccinations","total_vaccinated","total_boosters_1","total_vaccines_distributed"
"2022-01-14 20:00:00",2021-02-07,3668,68,90565,-130,3,4121,13855,7792,0,0,805144,20780,22843222,3058,750,738755,1094816,179929,0,1253140
"2022-01-14 20:00:00",2021-02-08,2967,56,83770,-29,-8,8346,21417,10951,0,20875,808111,20836,22926992,3029,742,747101,1116233,190880,0,1274015
"2022-01-14 20:00:00",2021-02-09,2687,74,75396,-32,-40,3599,26805,17359,0,4000,810798,20910,23002388,2997,702,750700,1143038,208239,0,1278015
"2022-01-14 20:00:00",2021-02-10,3175,95,112307,-22,-5,4026,29924,20237,0,45400,813973,21005,23114695,2975,697,754726,1172962,228476,0,1323415
"2022-01-14 20:00:00",2021-02-11,3175,84,129216,-159,-30,3593,33730,21079,3,122510,817148,21089,23243911,2816,667,758319,1206692,249555,3,1445925
"2022-01-14 20:00:00",2021-02-12,3151,74,122338,-178,-20,3872,37476,23421,2,0,820299,21163,23366249,2638,647,762191,1244168,272976,5,1445925
"2022-01-14 20:00:00",2021-02-13,3498,66,106307,-30,-18,3267,34033,21363,0,0,823797,21229,23472556,2608,629,765458,1278201,294339,5,1445925
"2022-01-14 20:00:00",2021-02-14,2860,65,88989,-105,1,3038,16236,13881,0,1675,826657,21294,23561545,2503,630,768496,1294437,308220,5,1447600
"2022-01-14 20:00:00",2021-02-15,2453,31,61358,39,7,2860,10651,8932,0,0,829110,21325,23622903,2542,637,771356,1305088,317152,5,1447600
"2022-01-14 20:00:00",2021-02-16,2459,73,93412,-11,9,4844,25958,17410,0,0,831569,21398,23716315,2531,646,776200,1331046,334562,5,1447600
"2022-01-14 20:00:00",2021-02-17,2601,38,86243,-27,-5,3552,21455,16519,0,91260,834170,21436,23802558,2504,641,779752,1352501,351081,5,1538860
"2022-01-14 20:00:00",2021-02-18,3317,63,120159,-7,-29,3650,27540,19759,0,227175,837487,21499,23922717,2497,612,783402,1380041,370840,5,1766035
"2022-01-14 20:00:00",2021-02-19,3091,78,127829,-122,-15,3359,50495,24714,2,85675,840578,21577,24050546,2375,597,786761,1430536,395554,7,1851710
"2022-01-14 20:00:00",2021-02-20,3213,54,104248,-40,-23,3067,51829,17782,4,0,843791,21631,24154794,2335,574,789828,1482365,413336,11,1851710
"2022-01-14 20:00:00",2021-02-21,2832,44,85920,-61,11,2766,41307,12527,1,0,846623,21675,24240714,2274,585,792594,1523672,425863,12,1851710
"2022-01-14 20:00:00",2021-02-22,2890,49,84633,-1,10,4028,62224,32216,1,0,849513,21724,24325347,2273,595,796622,1585896,458079,13,1851710
"2022-01-14 20:00:00",2021-02-23,2743,39,71711,87,9,3200,49649,18893,0,152100,852256,21763,24397058,2360,604,799822,1635545,476972,13,2003810
"2022-01-14 20:00:00",2021-02-24,2859,45,116123,-105,13,3095,46577,14764,0,49140,855115,21808,24513181,2255,617,802917,1682122,491736,13,2052950
"2022-01-14 20:00:00",2021-02-25,3097,58,128420,-62,-13,3091,58865,17118,0,13450,858212,21866,24641601,2193,604,806008,1740987,508854,13,2066400
"2022-01-14 20:00:00",2021-02-26,3183,50,125556,-30,1,3023,68414,12876,0,375470,861395,21916,24767157,2163,605,809031,1809401,521730,13,2441870
"2022-01-14 20:00:00",2021-02-27,3250,45,106975,-37,-20,2325,62335,8099,0,0,864645,21961,24874132,2126,585,811356,1871736,529829,13,2441870
"2022-01-14 20:00:00",2021-02-28,2820,34,93594,-57,16,2403,45962,5719,0,0,867465,21995,24967726,2069,601,813759,1917698,535548,13,2441870
"2022-01-14 20:00:00",2021-03-01,2820,23,92194,45,1,3818,59785,13436,0,16400,870285,22018,25059920,2114,602,817577,1977483,548984,13,2458270
"2022-01-14 20:00:00",2021-03-02,2454,28,74011,52,2,2864,75559,10688,0,56380,872739,22046,25133931,2166,604,820441,2053042,559672,13,2514650
"2022-01-14 20:00:00",2021-03-03,2812,60,113664,-28,-18,3074,75215,7091,0,328000,875551,22106,25247595,2138,586,823515,2128257,566763,13,2842650
"2022-01-14 20:00:00",2021-03-04,2837,46,124420,-27,-2,2812,79717,5257,0,9360,878388,22152,25372015,2111,584,826327,2207974,572020,13,2852010
"2022-01-14 20:00:00",2021-03-05,3365,41,126525,-31,-2,3087,86600,3565,0,79560,881753,22193,25498540,2080,582,829414,2294574,575585,13,2931570
"2022-01-14 20:00:00",2021-03-06,2870,21,102697,-49,-3,2473,73841,2460,0,0,884623,22214,25601237,2031,579,831887,2368415,578045,13,2931570
"2022-01-14 20:00:00",2021-03-07,3020,26,86886,-28,-7,2170,57217,1646,0,7000,887643,22240,25688123,2003,572,834057,2425632,579691,13,2938570
"2022-01-14 20:00:00",2021-03-08,3045,37,105122,19,5,4024,86669,10045,0,0,890688,22277,25793245,2022,577,838081,2512301,589736,13,2938570
"2022-01-14 20:00:00",2021-03-09,2822,28,76025,64,17,2945,70877,4109,2,159410,893510,22305,25869270,2086,594,841026,2583178,593845,15,3097980
"2022-01-14 20:00:00",2021-03-10,3221,31,112143,-20,-16,2927,79495,5416,0,586410,896731,22336,25981413,2066,578,843953,2662673,599261,15,3684390
"2022-01-14 20:00:00",2021-03-11,3018,36,118385,-20,2,2752,98872,5078,0,200880,899749,22372,26099798,2046,580,846705,2761545,604339,15,3885270
"2022-01-14 20:00:00",2021-03-12,3476,33,122382,-20,-3,3334,112407,3493,0,450,903225,22405,26222180,2026,577,850039,2873952,607832,15,3885720
"2022-01-14 20:00:00",2021-03-13,3521,30,103624,13,-6,2489,106355,2996,2,96500,906746,22435,26325804,2039,571,852528,2980307,610828,17,3982220
"2022-01-14 20:00:00",2021-03-14,3447,29,85803,-104,5,2477,93030,1954,0,0,910193,22464,26411607,1935,576,855005,3073337,612782,17,3982220
"2022-01-14 20:00:00",2021-03-15,2846,32,91894,134,24,3875,124819,5387,0,0,913039,22496,26503501,2069,600,858880,3198156,618169,17,3982220
"2022-01-14 20:00:00",2021-03-16,2821,24,71749,59,1,2930,121927,4514,2,302870,915860,22520,26575250,2128,601,861810,3320083,622683,19,4285090
"2022-01-14 20:00:00",2021-03-17,3371,35,108387,-20,21,3253,141413,5482,1,96020,919231,22555,26683637,2108,622,865063,3461496,628165,20,4381110
"2022-01-14 20:00:00",2021-03-18,3609,35,124472,-23,0,2907,157618,5680,0,392060,922840,22590,26808109,2085,622,867970,3619114,633845,20,4773170
"2022-01-14 20:00:00",2021-03-19,4216,27,120169,17,5,3070,165472,6545,0,300,927056,22617,26928278,2102,627,871040,3784586,640390,20,4773470
"2022-01-14 20:00:00",2021-03-20,4008,26,102856,10,-12,2540,133945,5150,1,0,931064,22643,27031134,2112,615,873580,3918531,645540,21,4773470
"2022-01-14 20:00:00",2021-03-21,3867,33,92164,0,11,2510,90592,3201,0,0,934931,22676,27123298,2112,626,876090,4009123,648741,21,4773470
"2022-01-14 20:00:00",2021-03-22,3778,40,89694,81,1,4057,146365,3441,0,0,938709,22716,27212992,2193,627,880147,4155488,652182,21,4773470
"2022-01-14 20:00:00",2021-03-23,3603,19,76526,94,31,3120,126867,4640,2,817830,942312,22735,27289518,2287,658,883267,4282355,656822,23,5591300
"2022-01-14 20:00:00",2021-03-24,4050,24,124203,-9,11,3237,172913,5104,1,274950,946362,22759,27413721,2278,669,886504,4455268,661926,24,5866250
"2022-01-14 20:00:00",2021-03-25,5192,31,133286,15,-6,3338,191588,6951,0,308158,951554,22790,27547007,2293,663,889842,4646856,668877,24,6174408
"2022-01-14 20:00:00",2021-03-26,5093,36,122521,-20,31,3619,219073,8626,0,33122,956647,22826,27669528,2273,694,893461,4865929,677503,24,6207530
"2022-01-14 20:00:00",2021-03-27,5337,26,115849,70,6,2737,170353,6500,1,0,961984,22852,27785377,2343,700,896198,5036282,684003,25,6207530
"2022-01-14 20:00:00",2021-03-28,5126,28,98898,-74,6,2728,148501,4171,0,0,967110,22880,27884275,2269,706,898926,5184783,688174,25,6207530
"2022-01-14 20:00:00",2021-03-29,4570,20,106828,-48,20,4673,188787,5961,0,16400,971680,22900,27991103,2221,726,903599,5373570,694135,25,6223930
"2022-01-14 20:00:00",2021-03-30,4910,26,91745,285,2,3670,175089,8390,0,748319,976590,22926,28082848,2506,728,907269,5548659,702525,25,6972249
"2022-01-14 20:00:00",2021-03-31,5519,33,128086,10,12,4016,224858,8546,0,183520,982109,22959,28210934,2516,740,911285,5773517,711071,25,7155769
"2022-01-14 20:00:00",2021-04-01,5800,43,144515,21,17,4053,209757,10796,1,289901,987909,23002,28355449,2537,757,915338,5983274,721867,26,7445670
"2022-01-14 20:00:00",2021-04-02,6830,28,124425,68,9,2999,171543,6364,1,384900,994739,23030,28479874,2605,766,918337,6154817,728231,27,7830570
"2022-01-14 20:00:00",2021-04-03,6910,20,119061,-374,35,3112,194941,3586,2,638000,1001649,23050,28598935,2231,801,921449,6349758,731817,29,8468570
"2022-01-14 20:00:00",2021-04-04,6381,24,92629,22,32,2964,121439,877,1,142300,1008030,23074,28691564,2253,833,924413,6471197,732694,30,8610870
"2022-01-14 20:00:00",2021-04-05,6335,44,80697,173,40,8159,182155,13332,0,1453292,1014365,23118,28772261,2426,873,932572,6653352,746026,30,10064162
"2022-01-14 20:00:00",2021-04-06,6521,23,130235,266,6,4874,202936,12019,1,17588,1020886,23141,28902496,2692,879,937446,6856288,758045,31,10081750
"2022-01-14 20:00:00",2021-04-07,7148,32,124210,271,18,5277,235654,17807,0,161720,1028034,23173,29026706,2963,897,942723,7091942,775852,31,10243470
"2022-01-14 20:00:00",2021-04-08,7995,38,153107,61,31,5648,259885,18296,0,305670,1036029,23211,29179813,3024,928,948371,7351827,794148,31,10549140
"2022-01-14 20:00:00",2021-04-09,9240,40,151147,64,34,5635,304474,19361,3,0,1045269,23251,29330960,3088,962,954006,7656301,813509,34,10549140
"2022-01-14 20:00:00",2021-04-10,8544,36,125424,53,38,4616,243676,16678,0,71600,1053813,23287,29456384,3141,1000,958622,7899977,830187,34,10620740
"2022-01-14 20:00:00",2021-04-11,8653,28,116611,46,26,4762,183398,4996,1,0,1062466,23315,29572995,3187,1026,963384,8083375,835183,35,10620740
"2022-01-14 20:00:00",2021-04-12,8538,41,133039,201,33,7452,337305,19185,1,0,1071004,23356,29706034,3388,1059,970836,8420680,854368,36,10620740
"2022-01-14 20:00:00",2021-04-13,7546,36,106102,217,8,6027,272962,14959,1,783002,1078550,23392,29812136,3605,1067,976863,8693642,869327,37,11403742
"2022-01-14 20:00:00",2021-04-14,8595,53,138648,116,30,6636,299332,13939,1,66518,1087145,23445,29950784,3721,1097,983499,8992974,883266,38,11470260
"2022-01-14 20:00:00",2021-04-15,9564,55,153921,45,20,6567,309601,16783,0,1173622,1096709,23500,30104705,3766,1117,990066,9302575,900049,38,12643882
"2022-01-14 20:00:00",2021-04-16,9346,41,149458,45,61,7128,322764,7655,2,10128,1106055,23541,30254163,3811,1178,997194,9625339,907704,40,12654010
"2022-01-14 20:00:00",2021-04-17,8866,50,125546,159,35,6351,255211,24030,0,0,1114921,23591,30379709,3970,1213,1003545,9880550,931734,40,12654010
"2022-01-14 20:00:00",2021-04-18,8521,32,113087,40,24,6398,201020,5597,3,0,1123442,23623,30492796,4010,1237,1009943,10081570,937331,43,12654010
"2022-01-14 20:00:00",2021-04-19,8325,44,127175,135,25,9829,262982,20367,2,16200,1131767,23667,30619971,4145,1262,1019772,10344552,957698,45,12670210
"2022-01-14 20:00:00",2021-04-20,7269,46,106085,192,33,7679,239405,11900,1,642050,1139036,23713,30726056,4337,1295,1027451,10583957,969598,46,13312260
"2022-01-14 20:00:00",2021-04-21,8421,50,117363,14,30,7076,319067,13605,4,155604,1147457,23763,30843419,4351,1325,1034527,10903024,983203,50,13467864
"2022-01-14 20:00:00",2021-04-22,8371,59,158646,71,20,10708,366148,17956,2,232830,1155828,23822,31002065,4422,1345,1045235,11269172,1001159,52,13700694
"2022-01-14 20:00:00",2021-04-23,8746,61,146018,-68,22,9101,364708,19069,7,0,1164574,23883,31148083,4354,1367,1054336,11633880,1020228,59,13700694
"2022-01-14 20:00:00",2021-04-24,8297,44,126511,-4,24,7360,289335,15845,2,0,1172871,23927,31274594,4350,1391,1061696,11923215,1036073,61,13700694
"2022-01-14 20:00:00",2021-04-25,7822,38,110633,-150,14,7085,232735,9762,2,0,1180693,23965,31385227,4200,1405,1068781,12155950,1045835,63,13700694
"2022-01-14 20:00:00",2021-04-26,7216,59,124927,184,29,9926,263614,9070,3,0,1187909,24024,31510154,4384,1434,1078707,12419564,1054905,66,13700694
"2022-01-14 20:00:00",2021-04-27,7073,41,107584,107,2,7897,262353,20754,4,691470,1194982,24065,31617738,4491,1436,1086604,12681917,1075659,70,14392164
"2022-01-14 20:00:00",2021-04-28,7748,52,131235,-75,-5,8655,265837,16462,4,201240,1202730,24117,31748973,4416,1431,1095259,12947754,1092121,74,14593404
"2022-01-14 20:00:00",2021-04-29,8367,52,139746,-62,32,8196,306648,20999,2,197260,1211097,24169,31888719,4354,1463,1103455,13254402,1113120,76,14790664
"2022-01-14 20:00:00",2021-04-30,8321,50,134939,-51,-7,8425,282571,18002,4,215840,1219418,24219,32023658,4303,1456,1111880,13536973,1131122,80,15006504
"2022-01-14 20:00:00",2021-05-01,8437,42,129947,-67,13,7345,234583,19090,8,26830,1227855,24261,32153605,4236,1469,1119225,13771556,1150212,88,15033334
"2022-01-14 20:00:00",2021-05-02,7815,39,159634,-168,-1,6902,173492,11497,4,8190,1235670,24300,32313239,4068,1468,1126127,13945048,1161709,92,15041524
"2022-01-14 20:00:00",2021-05-03,7566,42,116576,-23,-6,9222,227251,8740,2,35200,1243236,24342,32429815,4045,1462,1135349,14172299,1170449,94,15076724
"2022-01-14 20:00:00",2021-05-04,6707,54,129940,266,0,7498,234960,19872,8,1644708,1249943,24396,32559755,4311,1462,1142847,14407259,1190321,102,16721432
"2022-01-14 20:00:00",2021-05-05,7364,54,136652,-98,-24,8353,286883,18458,7,394512,1257307,24450,32696407,4213,1438,1151200,14694142,1208779,109,17115944
"2022-01-14 20:00:00",2021-05-06,8002,39,142118,-147,-13,8299,359922,22980,7,865928,1265309,24489,32838525,4066,1425,1159499,15054064,1231759,116,17981872
"2022-01-14 20:00:00",2021-05-07,7853,40,129559,-31,-16,7916,400114,25820,9,174742,1273162,24529,32968084,4035,1409,1167415,15454178,1257579,125,18156614
"2022-01-14 20:00:00",2021-05-08,7391,39,116793,-122,-18,6919,329902,20615,2,9880,1280553,24568,33084877,3913,1391,1174334,15784080,1278194,127,18166494
"2022-01-14 20:00:00",2021-05-09,7295,58,97674,-193,-5,6893,272976,8405,5,0,1287848,24626,33182551,3720,1386,1181227,16057056,1286599,132,18166494
"2022-01-14 20:00:00",2021-05-10,6331,56,94189,1,-18,8442,336792,18208,1,112600,1294179,24682,33276740,3721,1368,1189669,16393848,1304807,133,18279094
"2022-01-14 20:00:00",2021-05-11,5386,32,121696,184,-23,6510,303952,19812,6,1581958,1299565,24714,33398436,3905,1345,1196179,16697800,1324619,139,19861052
"2022-01-14 20:00:00",2021-05-12,6198,52,127183,-73,-16,8142,350734,24189,2,348582,1305763,24766,33525619,3832,1329,1204321,17048534,1348808,141,20209634
"2022-01-14 20:00:00",2021-05-13,6637,59,127797,-49,1,7778,397336,28998,4,166630,1312400,24825,33653416,3783,1330,1212099,17445870,1377806,145,20376264
"2022-01-14 20:00:00",2021-05-14,5992,44,120465,-83,13,8002,435107,35365,3,7700,1318392,24869,33773881,3700,1343,1220101,17880977,1413171,148,20383964
"2022-01-14 20:00:00",2021-05-15,5713,39,108291,-79,3,6745,367054,25270,9,0,1324105,24908,33882172,3621,1346,1226846,18248031,1438441,157,20383964
"2022-01-14 20:00:00",2021-05-16,5393,40,85955,-288,4,6416,319194,15663,1,0,1329498,24948,33968127,3333,1350,1233262,18567225,1454104,158,20383964
"2022-01-14 20:00:00",2021-05-17,4589,35,92099,29,-18,8205,392409,14680,2,0,1334087,24983,34060226,3362,1332,1241467,18959634,1468784,160,20383964
"2022-01-14 20:00:00",2021-05-18,4041,35,85020,190,-11,6901,287026,28146,5,1378338,1338128,25018,34145246,3552,1321,1248368,19246660,1496930,165,21762302
"2022-01-14 20:00:00",2021-05-19,4242,48,107434,-120,-38,7331,359938,36585,5,415242,1342370,25066,34252680,3432,1283,1255699,19606598,1533515,170,22177544
"2022-01-14 20:00:00",2021-05-20,5062,45,114904,-131,-40,6653,401195,44435,8,758380,1347432,25111,34367584,3301,1243,1262352,20007793,1577950,178,22935924
"2022-01-14 20:00:00",2021-05-21,4675,51,101626,-119,-10,6624,485481,54198,12,611420,1352107,25162,34469210,3182,1233,1268976,20493274,1632148,190,23547344
"2022-01-14 20:00:00",2021-05-22,3999,41,87316,-112,-29,5668,392128,50324,6,383460,1356106,25203,34556526,3070,1204,1274644,20885402,1682472,196,23930804
"2022-01-14 20:00:00",2021-05-23,3740,28,71739,-182,-14,5460,310685,23983,1,8700,1359846,25231,34628265,2888,1190,1280104,21196087,1706455,197,23939504
"2022-01-14 20:00:00",2021-05-24,3148,42,52368,-86,-19,6406,357695,19932,6,0,1362994,25273,34680633,2802,1171,1286510,21553782,1726387,203,23939504
"2022-01-14 20:00:00",2021-05-25,2509,51,77977,35,3,5768,255621,23013,3,1456598,1365503,25324,34758610,2837,1174,1292278,21809403,1749400,206,25396102
"2022-01-14 20:00:00",2021-05-26,2590,37,69349,14,-25,5669,323703,53478,10,221030,1368093,25361,34827959,2851,1149,1297947,22133106,1802878,216,25617132
"2022-01-14 20:00:00",2021-05-27,2967,50,105518,-55,-41,5594,393978,63192,8,371402,1371060,25411,34933477,2796,1108,1303541,22527084,1866070,224,25988534
"2022-01-14 20:00:00",2021-05-28,3200,29,96911,-89,-30,5375,459496,71852,13,18000,1374260,25440,35030388,2707,1078,1308916,22986580,1937922,237,26006534
"2022-01-14 20:00:00",2021-05-29,2717,38,77240,-151,-28,4513,348154,69849,13,0,1376977,25478,35107628,2556,1050,1313429,23334734,2007771,250,26006534
"2022-01-14 20:00:00",2021-05-30,2475,34,64856,-236,-10,4074,319151,66104,10,0,1379452,25512,35172484,2320,1040,1317503,23653885,2073875,260,26006534
"2022-01-14 20:00:00",2021-05-31,2113,35,66447,-74,-8,4759,390491,65541,6,30770,1381565,25547,35238931,2246,1032,1322262,24044376,2139416,266,26037304
"2022-01-14 20:00:00",2021-06-01,1636,19,66562,62,-44,4209,315323,83563,14,1724808,1383201,25566,35305493,2308,988,1326471,24359699,2222979,280,27762112
"2022-01-14 20:00:00",2021-06-02,2064,46,90841,-136,-35,3905,347101,101385,35,387482,1385265,25612,35396334,2172,953,1330376,24706800,2324364,315,28149594
"2022-01-14 20:00:00",2021-06-03,2165,32,85358,-65,-55,3622,414951,140119,17,584080,1387430,25644,35481692,2107,898,1333998,25121751,2464483,332,28733674
"2022-01-14 20:00:00",2021-06-04,2063,35,74495,-97,-46,3243,461097,170195,29,145030,1389493,25679,35556187,2010,852,1337241,25582848,2634678,361,28878704
"2022-01-14 20:00:00",2021-06-05,1883,33,66389,-86,-18,2862,379717,145211,6,9100,1391376,25712,35622576,1924,834,1340103,25962565,2779889,367,28887804
"2022-01-14 20:00:00",2021-06-06,1517,12,54622,-84,-19,2522,324067,126577,14,5100,1392893,25724,35677198,1840,815,1342625,26286632,2906466,381,28892904
"2022-01-14 20:00:00",2021-06-07,1237,37,63736,-40,-9,2885,408742,154281,4,945818,1394130,25761,35740934,1800,806,1345510,26695374,3060747,385,29838722
"2022-01-14 20:00:00",2021-06-08,1267,30,53723,49,-28,2557,353098,190140,14,554622,1395397,25791,35794657,1849,778,1348067,27048472,3250887,399,30393344
"2022-01-14 20:00:00",2021-06-09,1390,52,86691,-75,-26,2498,404764,239446,13,157000,1396787,25843,35881348,1774,752,1350565,27453236,3490333,412,30550344
"2022-01-14 20:00:00",2021-06-10,1478,30,72122,-126,-19,2569,477958,300377,24,154280,1398265,25873,35953470,1648,733,1353134,27931194,3790710,436,30704624
"2022-01-14 20:00:00",2021-06-11,1440,13,73582,-63,-22,2271,502929,329073,17,728820,1399705,25886,36027052,1585,711,1355405,28434123,4119783,453,31433444
"2022-01-14 20:00:00",2021-06-12,1381,28,60847,-64,-30,2074,419845,292051,29,0,1401086,25914,36087899,1521,681,1357479,28853968,4411834,482,31433444
"2022-01-14 20:00:00",2021-06-13,1233,17,-100237,-119,9,1747,378701,261718,26,0,1402319,25931,35987662,1402,690,1359226,29232669,4673552,508,31433444
"2022-01-14 20:00:00",2021-06-14,956,14,217419,-19,-26,1935,447675,316965,32,3500,1403275,25945,36205081,1383,664,1361161,29680344,4990517,540,31436944
"2022-01-14 20:00:00",2021-06-15,818,27,58871,46,-40,2020,448800,331038,34,1489120,1404093,25972,36263952,1429,624,1363181,30129144,5321555,574,32926064
"2022-01-14 20:00:00",2021-06-16,1056,29,80122,-56,-15,1799,465046,367119,32,527060,1405149,26001,36344074,1373,609,1364980,30594190,5688674,606,33453124
"2022-01-14 20:00:00",2021-06-17,1100,11,78530,-78,-30,1803,507551,403373,32,414950,1406249,26012,36422604,1295,579,1366783,31101741,6092047,638,33868074
"2022-01-14 20:00:00",2021-06-18,1007,11,70594,-44,-7,1648,535844,437865,34,207840,1407256,26023,36493198,1251,572,1368431,31637585,6529912,672,34075914
"2022-01-14 20:00:00",2021-06-19,940,31,56446,-66,-27,1392,422135,354459,62,469140,1408196,26054,36549644,1185,545,1369823,32059720,6884371,734,34545054
"2022-01-14 20:00:00",2021-06-20,810,22,50232,-81,2,1159,350602,290355,18,334006,1409006,26076,36599876,1104,547,1370982,32410322,7174726,752,34879060
"2022-01-14 20:00:00",2021-06-21,588,11,55842,-36,-9,1491,406399,326133,16,497700,1409594,26087,36655718,1068,538,1372473,32816721,7500859,768,35376760
"2022-01-14 20:00:00",2021-06-22,607,68,48199,34,-18,722,472470,409278,36,1660880,1410201,26155,36703917,1102,520,1373195,33289191,7910137,804,37037640
"2022-01-14 20:00:00",2021-06-23,717,20,70757,-46,-6,1896,516736,457525,46,632380,1410918,26175,36774674,1056,514,1375091,33805927,8367662,850,37670020
"2022-01-14 20:00:00",2021-06-24,721,17,71389,-40,-23,1007,592596,523865,73,1473774,1411639,26192,36846063,1016,491,1376098,34398523,8891527,923,39143794
"2022-01-14 20:00:00",2021-06-25,655,5,65455,-38,-13,793,521963,465295,26,3538508,1412294,26197,36911518,978,478,1376891,34920486,9356822,949,42682302
"2022-01-14 20:00:00",2021-06-26,708,17,49128,-11,-1,809,444435,399971,44,0,1413002,26214,36960646,967,477,1377700,35364921,9756793,993,42682302
"2022-01-14 20:00:00",2021-06-27,679,13,42108,-66,2,620,359500,317907,41,0,1413681,26227,37002754,901,479,1378320,35724421,10074700,1034,42682302
"2022-01-14 20:00:00",2021-06-28,440,11,65560,-7,-21,1730,704875,621623,18,159200,1414121,26238,37068314,894,458,1380050,36429296,10696323,1052,42841502
"2022-01-14 20:00:00",2021-06-29,578,35,61749,14,-20,936,587771,530376,49,1873740,1414699,26273,37130063,908,438,1380986,37017067,11226699,1101,44715242
"2022-01-14 20:00:00",2021-06-30,587,22,67194,-28,-4,914,606736,550418,57,1119408,1415286,26295,37197257,880,434,1381900,37623803,11777117,1158,45834650
"2022-01-14 20:00:00",2021-07-01,415,19,57563,-7,1,290,462511,421437,112,0,1415701,26314,37254820,873,435,1382190,38086314,12198554,1270,45834650
"2022-01-14 20:00:00",2021-07-02,603,24,66213,-119,-31,1443,567432,511050,66,2954588,1416304,26338,37321033,754,404,1383633,38653746,12709604,1336,48789238
"2022-01-14 20:00:00",2021-07-03,455,10,41235,19,-17,392,361327,330727,64,0,1416759,26348,37362268,773,387,1384025,39015073,13040331,1400,48789238
"2022-01-14 20:00:00",2021-07-04,453,12,41988,-59,-7,393,321050,290754,45,0,1417212,26360,37404256,714,380,1384418,39336123,13331085,1445,48789238
"2022-01-14 20:00:00",2021-07-05,383,8,49259,-15,-20,1009,601628,544963,551,45510,1417595,26368,37453515,699,360,1385427,39937751,13876048,1996,48834748
"2022-01-14 20:00:00",2021-07-06,482,13,64111,47,-7,781,482429,439840,531,555492,1418077,26381,37517626,746,353,1386208,40420180,14315888,2527,49390240
"2022-01-14 20:00:00",2021-07-07,553,6,54480,-2,-14,565,503432,460292,93,277720,1418630,26387,37572106,744,339,1386773,40923612,14776180,2620,49667960
"2022-01-14 20:00:00",2021-07-08,561,18,64948,-39,-4,505,621619,561703,91,864058,1419191,26405,37637054,705,335,1387278,41545231,15337883,2711,50532018
"2022-01-14 20:00:00",2021-07-09,764,14,65004,-19,-13,829,546223,495295,67,-40968,1419955,26419,37702058,686,322,1388107,42091454,15833178,2778,50491050
"2022-01-14 20:00:00",2021-07-10,460,9,39983,-22,-5,97,365869,331757,70,0,1420415,26428,37742041,664,317,1388204,42457323,16164935,2848,50491050
"2022-01-14 20:00:00",2021-07-11,397,8,35229,-47,2,570,285796,258316,39,0,1420812,26436,37777270,617,319,1388774,42743119,16423251,2887,50491050
"2022-01-14 20:00:00",2021-07-12,301,3,75797,-13,-1,759,504808,451037,32,0,1421113,26439,37853067,604,318,1389533,43247927,16874288,2919,50491050
"2022-01-14 20:00:00",2021-07-13,321,11,51269,23,-11,502,415435,377021,45,1240392,1421434,26450,37904336,627,307,1390035,43663362,17251309,2964,51731442
"2022-01-14 20:00:00",2021-07-14,390,8,73969,-10,-17,494,426410,382525,64,232488,1421824,26458,37978305,617,290,1390529,44089772,17633834,3028,51963930
"2022-01-14 20:00:00",2021-07-15,412,14,57196,-20,-17,393,438528,392961,71,1008788,1422236,26472,38035501,597,273,1390922,44528300,18026795,3099,52972718
"2022-01-14 20:00:00",2021-07-16,392,17,73771,-9,-14,462,431992,385998,62,-38498,1422628,26489,38109272,588,259,1391384,44960292,18412793,3161,52934220
"2022-01-14 20:00:00",2021-07-17,472,3,39275,-17,-7,316,301855,269061,51,0,1423100,26492,38148547,571,252,1391700,45262147,18681854,3212,52934220
"2022-01-14 20:00:00",2021-07-18,442,7,29606,-37,0,340,225344,201495,57,0,1423542,26499,38178153,534,252,1392040,45487491,18883349,3269,52934220
"2022-01-14 20:00:00",2021-07-19,334,5,69052,-15,-2,724,426273,383262,15,0,1423876,26504,38247205,519,250,1392764,45913764,19266611,3284,52934220
"2022-01-14 20:00:00",2021-07-20,336,4,44139,18,-1,356,335143,298858,49,2243548,1424212,26508,38291344,537,249,1393120,46248907,19565469,3333,55177768
"2022-01-14 20:00:00",2021-07-21,490,4,63935,-17,-1,333,385483,345681,61,45460,1424702,26512,38355279,520,248,1393453,46634390,19911150,3394,55223228
"2022-01-14 20:00:00",2021-07-22,390,14,151377,3,-6,712,381367,339087,72,3510,1425092,26526,38506656,523,242,1394165,47015757,20250237,3466,55226738
"2022-01-14 20:00:00",2021-07-23,597,13,59374,-17,-8,425,355108,314163,75,0,1425689,26539,38566030,506,234,1394590,47370865,20564400,3541,55226738
"2022-01-14 20:00:00",2021-07-24,806,5,37198,-15,-3,225,249055,218270,81,0,1426495,26544,38603228,491,231,1394815,47619920,20782670,3622,55226738
"2022-01-14 20:00:00",2021-07-25,396,3,29040,-39,-3,203,196907,173589,134,0,1426891,26547,38632268,452,228,1395018,47816827,20956259,3756,55226738
"2022-01-14 20:00:00",2021-07-26,466,6,71994,4,-3,725,391138,349189,297,903842,1427357,26553,38704262,456,225,1395743,48207965,21305448,4053,56130580
"2022-01-14 20:00:00",2021-07-27,550,7,48251,20,3,442,278996,242057,422,2183008,1427907,26560,38752513,476,228,1396185,48486961,21547505,4475,58313588
